HS_CODE_6,한국품목명_2012,한국수출금액_2012,한국수출금액_2013,한국수출금액_2014,한국수출금액_2015,한국수출금액_2016,한국수출증감률_2012,한국수출증감률_2013,한국수출증감률_2014,한국수출증감률_2015,한국수출증감률_2016,한국수입금액_2012,한국수입금액_2013,한국수입금액_2014,한국수입금액_2015,한국수입금액_2016,한국수입증감률_2012,한국수입증감률_2013,한국수입증감률_2014,한국수입증감률_2015,한국수입증감률_2016,한국수지_2012,한국수지_2013,한국수지_2014,한국수지_2015,한국수지_2016,중국품목명_2012,중국수출금액_2012,중국수출금액_2013,중국수출금액_2014,중국수출금액_2015,중국수출금액_2016,중국수출증감률_2012,중국수출증감률_2013,중국수출증감률_2014,중국수출증감률_2015,중국수출증감률_2016,중국수입금액_2012,중국수입금액_2013,중국수입금액_2014,중국수입금액_2015,중국수입금액_2016,중국수입증감률_2012,중국수입증감률_2013,중국수입증감률_2014,중국수입증감률_2015,중국수입증감률_2016,중국수지_2012,중국수지_2013,중국수지_2014,중국수지_2015,중국수지_2016,일본품목명_2012,일본수출금액_2012,일본수출금액_2013,일본수출금액_2014,일본수출금액_2015,일본수출금액_2016,일본수출증감률_2012,일본수출증감률_2013,일본수출증감률_2014,일본수출증감률_2015,일본수출증감률_2016,일본수입금액_2012,일본수입금액_2013,일본수입금액_2014,일본수입금액_2015,일본수입금액_2016,일본수입증감률_2012,일본수입증감률_2013,일본수입증감률_2014,일본수입증감률_2015,일본수입증감률_2016,일본수지_2012,일본수지_2013,일본수지_2014,일본수지_2015,일본수지_2016
540412,기타(폴리프로필렌의 것에 한한다),9807,9234,9876,7417,5252,-22.8,-5.8,7,-24.9,-29.2,120,59,101,141,41,-27.6,-50.5,69.7,39.5,-70.6,9687,9174,9775,7276,5211,"polypropylene mnfilament non Elastomeric ,cross section≤1mm,Dtex≥67",1681,3288,3077,2097,3409,-10.3,95.6,-6.4,-31.8,62.6,775,633,669,596,939,648.2,-18.4,5.8,-10.9,57.4,906,2655,2408,1501,2470,"Synthetic monofilament, of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm, of polypropylene",178276,163177,3077,2097,149965,-12.7,-8.5,-6.4,-31.8,-38,341748,251459,669,596,388685,-8.7,-26.4,5.8,-10.9,30.7,-163472,-88282,2408,1501,-238720
110319,그밖의곡물로만든것,9797,7606,7673,6729,7865,1.7,-22.4,0.9,-12.3,16.9,4,27,1,2,1,-48.9,574.1,-96.8,124.4,-25.4,9793,7579,7672,6727,7864,Of other cereals,3,1,0,331,3,198.7,-78.2,-37.2,78814.5,-99,402,99,124,483,91,388.3,-75.4,25.4,289.9,-81.1,-399,-98,-124,-152,-88,"Groats and meal of cereal, nesoi",23800,25241,0,331,15215,81.3,6.1,-37.2,78814.5,-34.6,61470,66199,124,483,69415,6,7.7,25.4,289.9,49.9,-37670,-40958,-124,-152,-54200
551511,주로비스코스레이온(viscoserayon)스테이플섬유와혼방한것,9523,14253,19054,17095,14766,-25,49.7,33.7,-10.3,-13.6,10136,8476,11269,12520,12617,-33,-16.4,32.9,11.1,0.8,-613,5776,7785,4575,2149,"Woven fabrics of polyester staple fibres, mixed viscose rayon staple",978412,1067933,1053484,1087003,1081959,-0.8,9.1,-1.4,3.2,-0.5,28540,30616,22169,22188,18743,-12.9,7.3,-27.6,0.1,-15.5,949872,1037317,1031315,1064815,1063216,"Woven fabrics of polyester staple fibers nesoi, containing under 85% (wt.) of such fibers, mixed with viscose rayon staple fibers",1484368,1508070,1053484,1087003,2119299,-7.2,1.6,-1.4,3.2,1.3,844497,979754,22169,22188,1651837,-4.8,16,-27.6,0.1,-5,639871,528316,1031315,1064815,467462
401012,"방직용 섬유재료로만 보강된 것 (콘베이용 벨트, 벨팅)",9206,6573,13572,6939,4150,24.8,-28.6,106.5,-48.9,-40.2,13901,13928,17638,21887,18673,34.4,0.2,26.6,24.1,-14.7,-4695,-7356,-4066,-14949,-14523,Reinforced only with textile materials conveyor belts or belting,417669,408309,425453,348407,298022,10.4,-2.2,4.2,-18.1,-14.5,15118,16837,20003,15849,11729,-8.3,11.4,18.8,-20.8,-26,402551,391472,405450,332558,286293,Reinforced only with textile materials(conveyor belts or belting),4159815,4815334,425453,348407,3466794,-5.5,15.8,4.2,-18.1,-26.9,1321233,1535859,20003,15849,1918809,27.6,16.2,18.8,-20.8,-29,2838582,3279475,405450,332558,1547985
845150,감기(reeling)용기계ㆍ풀기(unreeling)용기계ㆍ접음기ㆍ절단기ㆍ핑킹(pinking)용기계(직물용으로한정한다),9069,7994,10469,12157,13116,10.1,-11.9,31,16.1,7.9,5563,5675,9519,5959,8975,-52.5,2,67.7,-37.4,50.6,3506,2318,950,6197,4141,"Machines for reeling,unreeling folding,cutting or pinking textile fabrics",75279,91787,124513,133430,148368,6.1,21.9,35.7,7.2,11.2,82193,68255,76293,61175,55907,-7.3,-17,11.8,-19.8,-8.6,-6914,23532,48220,72255,92461,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",1648640,2233304,124513,133430,2883132,-2,35.5,35.7,7.2,-3.5,435142,375219,76293,61175,719423,-30.7,-13.8,11.8,-19.8,32.6,1213498,1858085,48220,72255,2163709
180620,그밖의조제식료품[무게가2킬로그램을초과하는것으로서블록모양ㆍ슬래브모양ㆍ막대(bar)모양인것과용기에들어있거나내용물에직접접하여포장된것으로서내용물의무게가2킬로그램을초과하는액체ㆍ페이스트(paste)ㆍ가루ㆍ알갱이나그밖의벌크상태인것으로한정한다],9034,8972,11649,7159,3030,32.3,-0.7,29.8,-38.5,-57.7,84493,89948,105980,85236,83640,-6.5,6.5,17.8,-19.6,-1.9,-75459,-80976,-94331,-78078,-80610,"Other preparations in blocks,slabs or bars weighing morethan 2kg in liquid, paste, powder, granular / other bulk form incontainers or packings",2409,3888,4479,3056,1742,-30.6,61.4,15.2,-31.8,-43,20866,25189,36915,45016,49123,42.3,20.7,46.5,21.9,9.1,-18457,-21301,-32436,-41960,-47381,"Chocolate and other food preparations containing cocoa nesoi, in bars, blocks, slabs or other bulk form in containers etc. of a content exceeding 2 kg",157474,103933,4479,3056,153081,82.6,-34,15.2,-31.8,-16.7,22718749,26916569,36915,45016,26363566,-1.5,18.5,46.5,21.9,-15,-22561275,-26812636,-32436,-41960,-26210485
620331,"양모 .섬수모제의  남자용  자켓 ,블레이저 (직물제 )",9004,9199,8195,8466,8207,-8.8,2.2,-10.9,3.3,-3.1,34214,36180,39081,44894,50888,7,5.7,8,14.9,13.3,-25210,-26982,-30886,-36429,-42681,"Mens or boys jackets, blazers, of wool or fine animal hair",305499,299439,316337,338585,293857,-3,-2,5.6,7,-13.2,81674,84307,82029,73916,66247,11.5,3.2,-2.7,-9.9,-10.4,223825,215132,234308,264669,227610,"Mens or boys suit-type jackets and blazers of wool or fine animal hair, not knitted or crocheted",379281,466447,316337,338585,503875,10.5,23,5.6,7,-22.6,9158668,10594115,82029,73916,9937396,-1.9,15.7,-2.7,-9.9,-19.5,-8779387,-10127668,234308,264669,-9433521
846890,납때용 .용접용의  기기와  표면  열처리용  기기의  부분품,8527,8198,10444,12205,10916,5.1,-3.9,27.4,16.9,-10.6,11932,12982,9400,7631,6198,-12.7,8.8,-27.6,-18.8,-18.8,-3405,-4785,1044,4573,4718,"Parts of machinery & apparatus for soldering, brazing or welding",89617,78735,86235,74847,66205,-15.4,-12.1,9.5,-13.2,-11.5,29161,26546,23155,23332,17722,-3.5,-9,-12.8,0.8,-24,60456,52189,63080,51515,48483,"Parts of machinery and apparatus for soldering, brazing or welding, nesoi",1140509,1678187,86235,74847,922307,-2,47.1,9.5,-13.2,-33,601897,781787,23155,23332,787896,13.9,29.9,-12.8,0.8,-22.5,538612,896400,63080,51515,134411
841280,기타  엔진과  모터,8405,4676,3347,4519,5769,-41.9,-44.4,-28.4,35,27.7,62793,104079,77925,18517,23809,-17,65.7,-25.1,-76.2,28.6,-54388,-99404,-74578,-13998,-18040,Other engines & motors,15077,36938,14781,19687,11557,-29,145,-60,33.2,-41.3,45427,47022,54995,53087,22979,-5,3.5,17,-3.5,-56.7,-30350,-10084,-40214,-33400,-11422,"Engines and motors, nesoi",840388,2716475,14781,19687,5637150,-10.8,223.2,-60,33.2,-39.4,460117,515744,54995,53087,1138188,107,12.1,17,-3.5,99.9,380271,2200731,-40214,-33400,4498962
291090,"기타  에폭시드 .에폭시알코올 .에폭시페놀 ,그들의  할로겐화유도체  등",8142,6523,7620,7817,10264,39.8,-19.9,16.8,2.6,31.3,3237,2646,3152,4429,7514,82.9,-18.3,19.1,40.5,69.7,4905,3877,4468,3388,2750,"Other epoxides.epoxyal cohols.epoxyphenols, their halogenated.sulphonated derivatives",52689,66025,52804,42824,49647,51.2,25.3,-20,-18.9,15.9,28251,24238,27815,30019,27193,-26.3,-14.2,14.8,7.9,-9.4,24438,41787,24989,12805,22454,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers with three-membered ring, and halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",4719128,5469709,52804,42824,5361136,-24.9,15.9,-20,-18.9,-16.7,675176,686743,27815,30019,1034885,-4.8,1.7,14.8,7.9,42.3,4043952,4782966,24989,12805,4326251
843390,부분품,7646,6252,5088,2360,2340,91.7,-18.2,-18.6,-53.6,-0.9,9756,10021,10781,10070,13410,24.8,2.7,7.6,-6.6,33.2,-2110,-3770,-5693,-7710,-11070,Parts of harvesting or threshing machinery & grass or haymowers,310800,344557,378226,371685,361231,10.9,10.9,9.8,-1.7,-2.8,88731,106302,69328,79220,84978,89.6,19.8,-34.8,14.3,7.3,222069,238255,308898,292465,276253,"Parts for harvesting or threshing machinery, mowers, balers and machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",6864209,7690026,378226,371685,7514003,28.3,12,9.8,-1.7,3.8,5853046,8063211,69328,79220,5407784,17.3,37.8,-34.8,14.3,-20.8,1011163,-373185,308898,292465,2106219
842519,기타  폴리  태클과  호이스트 (스킵  호이스트  제외 ),7594,7036,7844,7407,5102,-10.9,-7.3,11.5,-5.6,-31.1,21250,43958,31464,27232,19640,35.9,106.9,-28.4,-13.4,-27.9,-13656,-36922,-23620,-19826,-14538,Other pulley tackle & hoists other than skip hoists,130614,148040,157499,153261,146867,7.8,13.3,6.4,-2.7,-4.2,31677,18697,24215,26358,23576,51.1,-41,29.5,8.8,-10.6,98937,129343,133284,126903,123291,"Pulley tackle and hoists, other than skip hoists or hoists of a kind used for raising vehicles, not powered by electric motor",7300524,7577439,157499,153261,5702753,5.4,3.8,6.4,-2.7,-29.8,731182,1129377,24215,26358,1023892,20.6,54.5,29.5,8.8,-13.2,6569342,6448062,133284,126903,4678861
630419,기타  침대덮개,7025,9173,7824,4366,2448,32.3,30.6,-14.7,-44.2,-43.9,2293,2148,2000,3114,2549,-8.4,-6.3,-6.9,55.7,-18.1,4732,7025,5824,1252,-101,Other bedspreads,227281,260131,269478,226764,214319,-9.2,14.5,3.6,-15.9,-5.5,1923,2372,3564,5380,4968,-40.8,23.4,50.2,50.9,-7.6,225358,257759,265914,221384,209351,"Bedspreads of textile materials, not knitted or crocheted",3363,2526,269478,226764,203,-75.6,-24.9,3.6,-15.9,-73.9,188363,173175,3564,5380,150192,-4.3,-8.1,50.2,50.9,-7.4,-185000,-170649,265914,221384,-149989
940340,주방용목제가구,17889,15632,17939,11589,9336,17.4,-12.6,14.8,-35.4,-19.4,39582,40989,45626,55882,66071,-20.4,3.6,11.3,22.5,18.2,-21693,-25357,-27687,-44293,-56735,Wooden furniture of a kind used in the kitchen,888956,1038757,1207077,1636041,1481935,9.8,16.9,16.2,35.5,-9.4,102579,111996,105970,96647,140181,7.1,9.2,-5.4,-8.8,45,786377,926761,1101107,1539394,1341754,Wooden furniture (except seats) of a kind used in the kitchen,265582,205514,1207077,1636041,197867,-7.7,-22.6,16.2,35.5,5.7,9895271,13336730,105970,96647,13383233,-0.3,34.8,-5.4,-8.8,-3.8,-9629689,-13131216,1101107,1539394,-13185366
481141,2.접착지와 판지-셀프접착지,17590,18399,16590,13701,11575,106.2,4.6,-9.8,-17.4,-15.5,35388,33137,36648,39479,42259,0.8,-6.4,10.6,7.7,7,-17798,-14738,-20058,-25779,-30684,Self-adhesive,248091,312858,318430,356386,348549,12.8,26.1,1.8,11.9,-2.2,168182,135067,123893,105025,99596,8,-19.7,-8.3,-15.2,-5.2,79909,177791,194537,251361,248953,"Gummed or adhesive paper and paperboard, self-adhesive",6437332,6673829,318430,356386,14496408,-15.1,3.7,1.8,11.9,17.9,7172103,8941917,123893,105025,10641132,8.8,24.7,-8.3,-15.2,-5.2,-734771,-2268088,194537,251361,3855276
711790,기타  모조신변  장식용품,17096,15875,12944,9826,9413,-11.1,-7.1,-18.5,-24.1,-4.2,10355,13000,15232,16197,15269,46.5,25.5,17.2,6.3,-5.7,6741,2874,-2288,-6372,-5856,Other imitation jewellery,151564,250338,521101,627396,522614,-2.6,65.2,108.2,20.4,-16.7,15409,17892,23029,20326,24525,33.8,16.1,28.7,-11.7,20.7,136155,232446,498072,607070,498089,Imitation jewelry nesoi (not of base metal),334881,381898,521101,627396,386808,17.2,14,108.2,20.4,-42.8,7533764,9192147,23029,20326,8757173,16.7,22,28.7,-11.7,-10.4,-7198883,-8810249,498072,607070,-8370365
722611,방향성의 것,16937,14819,15622,26801,16141,47,-12.5,5.4,71.6,-39.8,3464,2052,5567,4558,2744,39.9,-40.7,171.2,-18.1,-39.8,13473,12766,10055,22243,13397,Of grain-oriented,14769,3387,7556,7745,6909,93.6,-77.1,123.1,2.5,-10.8,49432,31001,22353,23315,10017,9.2,-37.3,-27.9,4.3,-57,-34663,-27614,-14797,-15570,-3108,Of grain-oriented,7247338,7869193,7556,7745,4191306,-11.4,8.6,123.1,2.5,-29.3,167416,163974,22353,23315,55523,59.2,-2.1,-27.9,4.3,135.3,7079922,7705219,-14797,-15570,4135783
292242,글루탐산과그염,16580,10762,8328,8365,8295,-31.9,-35.1,-22.6,0.4,-0.8,39677,34582,42140,48967,48908,-25,-12.8,21.9,16.2,-0.1,-23097,-23820,-33812,-40602,-40613,"Glutamic acid, its salts",447963,491913,462209,368473,418169,0.1,9.8,-6,-20.3,13.5,1001,943,2040,1731,959,4,-5.7,116.2,-15.1,-44.6,446962,490970,460169,366742,417210,Glutamic acid and its salts,208165,286706,462209,368473,276470,-1,37.7,-6,-20.3,-11.9,17077794,18311064,2040,1731,18536971,-1.6,7.2,116.2,-15.1,-16.3,-16869629,-18024358,460169,366742,-18260501
847410,"선별기 .기계식  체 .분리기와 ,세척기 (광물성  물질의처리용 )",13941,10636,18225,6702,10377,14.9,-23.7,71.3,-63.2,54.8,18849,19368,24357,13169,8227,152.1,2.8,25.8,-45.9,-37.5,-4908,-8732,-6132,-6468,2150,"Sorting, screening, separating or washing machines, for mineral substance",355993,371040,404201,249890,237605,23.9,4.2,8.9,-38.2,-4.9,139278,136687,134982,95037,69026,9.3,-1.9,-1.2,-29.6,-27.4,216715,234353,269219,154853,168579,"Machines for sorting, screening, separating or washing earth, stone, ore or other mineral substances, in solid form",1790874,1540921,404201,249890,1098132,7.9,-14,8.9,-38.2,-25.4,1827590,1322647,134982,95037,838474,56.1,-27.6,-1.2,-29.6,-14.9,-36716,218274,269219,154853,259658
844900,펠트나부직포(성형인것을포함한다)의제조ㆍ완성가공용기계(펠트모자제조용기계를포함한다)와모자제조용형(型),13529,18151,19145,15238,22429,58,34.2,5.5,-20.4,47.2,17346,18050,11787,16989,8685,45.4,4.1,-34.7,44.1,-48.9,-3817,100,7358,-1752,13744,Machinery for the manufactureor finishing of felt or nonwovens in the piece or in shapes,77742,72252,72781,82233,95100,3.5,-7.1,0.7,13,15.6,112378,59072,90364,69758,78399,71.9,-47.4,53,-22.8,12.4,-34636,13180,-17583,12475,16701,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, or for making or blocking felt hats  parts thereof",2794173,1836452,72781,82233,3790359,30.5,-34.3,0.7,13,-1.7,3245828,1820824,90364,69758,1832651,236.8,-43.9,53,-22.8,-9.4,-451655,15628,-17583,12475,1957708
320611,아나타스형의  착색제와  조제품(건조중량으로 계산하여 이산화티타늄의 함량이 80%이상 함유한것),13492,13324,16802,27144,26604,1.4,-1.2,26.1,61.6,-2,375890,344850,333257,308464,317237,-3.7,-8.3,-3.4,-7.4,2.8,-362398,-331527,-316455,-281320,-290633,Colouring matter prepartions of anathas from. containing 80% or more by weight of titanium dioxide calculated on the dry weight,1134692,946338,1139160,971108,1199717,-1.7,-16.6,20.4,-14.8,23.5,561984,550716,613969,536429,495682,-22.2,-2,11.5,-12.6,-7.6,572708,395622,525191,434679,704035,Colouring matter prepartions of anathas from.(containing 80% or more by weight of titanium dioxide c,14812356,17179065,1139160,971108,16173453,-15.7,16,20.4,-14.8,-1.8,13906300,14351315,613969,536429,14274011,-7.6,3.2,11.5,-12.6,-4.2,906056,2827750,525191,434679,1899442
490110,단매인것(접어포갠것인지에상관없다),13343,11953,11396,12820,11547,21.1,-10.4,-4.7,12.5,-9.9,5355,6261,6362,6432,8436,-3.7,16.9,1.6,1.1,31.2,7988,5691,5034,6387,3111,"Printed matter in single sheets,whether or not folded.",42318,37414,39778,35041,31307,1.2,-11.6,6.3,-11.9,-10.7,17344,17631,19182,16505,13197,2.6,1.7,8.8,-14,-20,24974,19783,20596,18536,18110,"Printed books, brochures, leaflets and similar printed matter, in single sheets, whether or not folded",2170928,1696964,39778,35041,1619577,-32.9,-21.8,6.3,-11.9,-8.6,663842,679701,19182,16505,768999,41.6,2.4,8.8,-14,-0.3,1507086,1017263,20596,18536,850578
110100,밀가루나메슬린(meslin)가루,12979,12955,14757,14857,16165,-2.1,-0.2,13.9,0.7,8.8,16335,16062,14631,21000,15363,-17.4,-1.7,-8.9,43.5,-26.8,-3356,-3108,126,-6143,802,"Wheat flour, meslin flour",149606,149379,109437,71845,58607,4.3,-0.2,-26.7,-34.4,-18.4,7193,14660,15978,15160,14760,25.8,103.8,9,-5.1,-2.6,142413,134719,93459,56685,43847,Wheat or meslin flour,5874121,7024555,109437,71845,6860588,1.4,19.6,-26.7,-34.4,-12.7,240678,347994,15978,15160,321527,7.3,44.6,9,-5.1,-7.8,5633443,6676561,93459,56685,6539061
846820,가스를사용하는그밖의기기,12920,23986,9887,13354,9619,-1.4,85.7,-58.8,35.1,-28,6833,7479,4707,5160,2538,-1.6,9.5,-37.1,9.6,-50.8,6087,16507,5180,8194,7081,Other gas-operated machinery & apparatus,23600,25085,19428,18117,15936,2.2,6.3,-22.6,-6.8,-12,15913,10783,7567,6382,9514,-20,-32.2,-29.8,-15.7,49.1,7687,14302,11861,11735,6422,"Gas operated machinery and apparatus for soldering, brazing or welding, other than hand-held blow torches",761941,702850,19428,18117,691305,4.8,-7.8,-22.6,-6.8,3.1,85750,115173,7567,6382,215839,19.1,34.3,-29.8,-15.7,394.2,676191,587677,11861,11735,475466
722012,두께가4.75밀리미터미만인것,12854,11961,11292,8991,5334,-5,-6.9,-5.6,-20.4,-40.7,17629,7105,9368,4072,4708,90.4,-59.7,31.9,-56.5,15.6,-4775,4856,1924,4919,626,"Flat-rolled products, hot-rolled, thickness of less than 4.75mm",67724,45328,81117,83685,91719,30.2,-33.1,79,3.2,9.6,9263,7663,7252,7188,7694,-35.2,-17.3,-5.4,-0.9,7,58461,37665,73865,76497,84025,"Flat-rolled stainless steel products, under 600 mm wide, hot-rolled, under 4.75 mm thick",588930,758595,81117,83685,312241,-28.9,28.8,79,3.2,1.4,153802,100058,7252,7188,109758,26.2,-34.9,-5.4,-0.9,-10.4,435128,658537,73865,76497,202483
81070,감,12778,10360,12848,11185,8633,0,-18.9,24,-12.9,-22.8,0,0,0,0,0,0,-100,0,0,0,12778,10359,12848,11185,8633,Persimmons,18669,37487,45981,83979,87984,0,100.8,22.7,82.6,4.8,111,154,160,149,243,0,38.6,4.2,-7.2,63.2,18558,37333,45821,83830,87741,Persimmons,151756,199878,45981,83979,248631,0,31.7,22.7,82.6,-17.6,31029,28052,160,149,5788,0,-9.6,4.2,-7.2,-32.6,120727,171826,45821,83830,242843
300450,비타민이나제2936호의기타물품을함유한그밖의의약품,12288,13196,16204,19994,20389,8.5,7.4,22.8,23.4,2,36383,29639,27078,23777,29852,13.8,-18.5,-8.6,-12.2,25.6,-24095,-16443,-10874,-3783,-9463,Medicaments containing vitamins or other products put up inpackings,57678,75039,86022,64246,58431,-20.4,30.1,14.6,-25.3,-9.1,191323,268156,294753,285835,258628,27.8,40.2,9.9,-3,-9.5,-133645,-193117,-208731,-221589,-200197,"Medicaments, in measured doses, etc., containing natural or synthetic vitamins and their derivatives",4790545,5311336,86022,64246,9016966,20.5,10.9,14.6,-25.3,-5.8,2040082,2712676,294753,285835,4093650,-45.6,33,9.9,-3,-8.9,2750463,2598660,-208731,-221589,4923316
701939,웨브 .매트리스 .보드  및  이와  유사한  부직포 (유리섬유제의  것 ),10594,14018,14835,13551,12918,16.1,32.3,5.8,-8.7,-4.7,34678,42957,44908,51392,53738,7.6,23.9,4.5,14.4,4.6,-24084,-28940,-30073,-37842,-40820,"Webs, mattresses, boards & similar nonwoven products, of glass fibres",386842,386374,374611,379825,414359,2.2,-0.1,-3,1.4,9.1,71824,74374,65301,64506,69159,1.7,3.6,-12.2,-1.2,7.2,315018,312000,309310,315319,345200,"Glass mattresses, boards and similar nonwoven products nesoi",1682198,1771104,374611,379825,1904942,23.5,5.3,-3,1.4,-5.9,1029865,2067010,65301,64506,3377274,-68.7,100.7,-12.2,-1.2,6,652333,-295906,309310,315319,-1472332
841620,그밖의노(爐)용버너[콤비네이션버너(combinationburner)를포함한다],10463,16806,21966,12199,24026,11.8,60.6,30.7,-44.5,97,42588,40687,29850,24293,19006,61.3,-4.5,-26.6,-18.6,-21.8,-32125,-23882,-7884,-12095,5020,"Other furnace burners, including combination burners",63228,75212,74334,53790,59122,-0.1,19,-1.2,-27.6,9.9,165696,217220,227006,137018,135721,1.7,31.1,4.5,-39.6,-0.9,-102468,-142008,-152672,-83228,-76599,"Furnace burners for pulverized solid fuel or for gas, including combination burners",2643945,1516634,74334,53790,2361079,19.5,-42.6,-1.2,-27.6,46.3,391431,675430,227006,137018,638417,-22.9,72.6,4.5,-39.6,7.9,2252514,841204,-152672,-83228,1722662
750610,합금하지않은니켈로만든것,5405,7076,6621,4787,2686,0.1,30.9,-6.4,-27.7,-43.9,23048,19238,19124,15156,13205,-21.5,-16.5,-0.6,-20.7,-12.9,-17643,-12163,-12503,-10370,-10519,"Plates, sheets, strip & foil, of nickel, not alloyed",8799,8065,22127,11374,11071,-21.1,-8.3,174.4,-48.6,-2.7,54910,31084,46819,33113,21037,-23.6,-43.4,50.6,-29.3,-36.5,-46111,-23019,-24692,-21739,-9966,"Nickel plates, sheets, strip and foil, not alloyed",5630351,9339692,22127,11374,3747571,-11.8,65.9,174.4,-48.6,-10.3,217218,126374,46819,33113,235105,-53.3,-41.8,50.6,-29.3,44.6,5413133,9213318,-24692,-21739,3512466
847529,기타,5188,936,4962,6544,121602,-80.4,-82,430.3,31.9,1758.3,36132,45132,49884,36285,19224,-86.5,24.9,10.5,-27.3,-47,-30944,-44197,-44922,-29742,102378,Other  machines for manufacturing or hot working glass or glassware,85735,85904,86876,119582,122466,-11.4,0.2,1.1,37.6,2.4,118869,102327,98657,220011,253251,-25,-13.9,-3.6,123,15.1,-33134,-16423,-11781,-100429,-130785,Other (machines for manufacturing or hot working glass or glassware),3729735,1714070,86876,119582,2914424,-21.4,-54,1.1,37.6,-3.2,693620,540358,98657,220011,818211,-20.5,-22.1,-3.6,123,-65.3,3036115,1173712,-11781,-100429,2096213
901790,부분품과부속품,5127,1468,1833,1537,1466,-14.5,-71.4,24.9,-16.2,-4.7,2369,2043,1611,1387,1943,-14.4,-13.8,-21.1,-13.9,40.1,2758,-575,222,150,-477,Drawing instruments & making-out of parts & accessories,27393,24155,27225,23479,22133,2.6,-11.8,12.7,-13.8,-5.7,30677,27749,29255,29821,27781,-3.1,-9.5,5.4,1.9,-6.8,-3284,-3594,-2030,-6342,-5648,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and instruments for measuring length for use in the hand, nesoi",1496714,1815098,27225,23479,1766071,-13.3,21.3,12.7,-13.8,-2.2,797432,749582,29255,29821,1130349,-0.8,-6,5.4,1.9,-16.2,699282,1065516,-2030,-6342,635722
761610,"알루미늄제의  못 .압정 .스테이플 .스크루 .볼트 .너트 .리베트 .코터 .와셔,유사품",5012,6319,6925,8925,9067,13.9,26.1,9.6,28.9,1.6,21772,27844,39313,39877,21691,-19.7,27.9,41.2,1.4,-45.6,-16760,-21526,-32388,-30952,-12624,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, of aluminium",97914,94431,84864,98226,83028,-6.2,-3.6,-10.1,15.7,-15.5,106585,98362,94633,96185,103540,-6.9,-7.7,-3.8,1.6,7.6,-8671,-3931,-9769,2041,-20512,"Nails, tacks, staples (other than in strips), screws, bolts, nuts, screw hooks, rivets and similar articles, of aluminum",898398,887399,84864,98226,1207949,5.4,-1.2,-10.1,15.7,-5.3,2530209,3431134,94633,96185,3164315,37.5,35.6,-3.8,1.6,-46.5,-1631811,-2543735,-9769,2041,-1956366
